UserId,ConditionId,ConditionName,Condition,TZ,TimeStart,TimeEnd,TimeElapsed,t1age,t1Company,t1own_edu,t1own_edu_Index,t1parental_edu,t1parental_edu_Index,t1PlaceOfWork,t1PlaceOfWork_Index,t1sex,t1sex_Index,t1BigFive1,t1BigFive2,t1BigFive3,t1BigFive4,t1BigFive5,t1BigFive6,t1BigFive7,t1BigFive8,t1BigFive9,t1BigFive10,t1BMPN1,t1BMPN2,t1BMPN3,t1BMPN4,t1BMPN5,t1BMPN6,t1BMPN7,t1BMPN8,t1BMPN9,t1BMPN10,t1BMPN11,t1BMPN12,t1BMPN13,t1BMPN14,t1BMPN15,t1BMPN16,t1BMPN17,t1BMPN18,t1CHIPS1,t1CHIPS2,t1CHIPS3,t1CHIPS4,t1CHIPS5,t1CHIPS6,t1CHIPS7,t1CHIPS8,t1CHIPS9,t1CHIPS10,t1CHIPS11,t1CHIPS12,t1CHIPS13,t1CHIPS14,t1CHIPS15,t1CHIPS16,t1CHIPS17,t1CHIPS18,t1CHIPS19,t1CHIPS20,t1CHIPS21,t1CHIPS22,t1CHIPS23,t1CHIPS24,t1CHIPS25,t1CHIPS26,t1CHIPS27,t1CHIPS28,t1CHIPS29,t1CHIPS30,t1CHIPS31,t1CHIPS32,t1CHIPS33,t1Elevation1,t1Elevation2,t1Guilt,t1Elevation4,t1Elevation5,t1Indebted,t1Elevation7,t1Elevation8,t1Elevation9,t1Elevation10,t1Empowerment1,t1Empowerment2,t1Empowerment3,t1Empowerment4,t1Empowerment5,t1Empowerment6,t1Empowerment7,t1Empowerment8,t1Empowerment9,t1Empowerment10,t1Empowerment11,t1Empowerment12,t1GQ_state1,t1GQ_state2,t1GQ_state3,t1GQ_state4,t1GQ_state5,t1GQ_state6,t1GQ_trait1,t1GQ_trait2,t1GQ_trait3,t1GQ_trait4,t1GQ_trait5,t1GQ_trait6,t1Humility1,t1Humility2,t1Humility3,t1Humility4,t1Humility5,t1Humility6,t1Intended_effort1,t1Intended_effort2,t1JPS1,t1JPS2,t1JPS3,t1JPS4,t1JPS5,t1JPS6,t1JPS7,t1JPS8,t1JPS9,t1NA1,t1NA2,t1NA3,t1NA4,t1NA5,t1NA6,t1NA7,t1NA8,t1NA9,t1NA10,t1OCB1,t1OCB2,t1OCB3,t1OCB4,t1OJS1,t1OJS2,t1OJS3,t1SHS1,t1SHS2,t1SHS3,t1SHS4,t1SWL1,t1SWL2,t1SWL3,t1SWL4,t1SWL5,t1Motiv_eff_control1,t1Motiv_eff_work1,t1Motiv_eff_work2,t1Motiv_eff_work3,t1Motiv_eff_work4,t1Motiv_eff_control2,t1Motiv_eff_control3,t1Motiv_eff_control4,t1Motiv_eff_health1,t1Motiv_eff_health2,t1Motiv_eff_health3,t1Motiv_eff_health4,t1Motiv_eff_kind1,t1Motiv_eff_kind2,t1Motiv_eff_kind3,t1Motiv_eff_kind4,t1Motiv_eff1,t1Motiv_eff2,t1Motiv_eff3,t1Motiv_eff4,t1Imotiv,t1StateAffect,t1StateSatis,t1weekly_affect,t1weekly_satis,t1Trigger_grat_kind,t1Trigger_control,t1Trigger_grat_health,t1Trigger_grat_work,complete
"4,392",195,Condition 3,Control,"Paris, Madrid",2/25/14 9:36,2/25/14 11:48,132,26,april mon assurance,Université,2,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Femme,0,5,2,7,5,7,5,7,4,5,4,3,3,4,4,3,2,3,5,3,5,4,5,4,3,5,4,3,5,1,2,0,0,0,0,0,2,2,2,0,0,0,0,0,3,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,3,2,2,1,4,4,1,2,2,4,6,7,7,6,6,7,7,5,5,7,6,5,4,4,4,4,3,5,5,4,3,3,3,5,,3,7,4,5,5,7,6,6,4,4,4,2,2,2,5,5,4,1,1,1,1,1,1,1,1,3,1,6,5,5,6,5,2,6,6,4,4,4,6,5,6,5,6,6,,,,,5,5,5,,,,,,,,,6,5,5,5,5.25,5,5,0,-2,,"au cours de cette semaine, je me suis occupée de toutes les dernières formalitées nécessaire à lacquisition de mon futur bien, ma maison. 
jai fait du sport : un entrainement de course à pied, une course organisé de 11km, un entraiement de natation
jai vendu des contrats dassurance, notament 3 assurance habitation en une journée, alors que jétais à 0 pour le mois, avant; 
Jai pris soin de moi en allant voire un specialiste de lépilation définitive au laser, afin de commencer bientôt les séances, et jai contacté une specialiste de la nutrition pour des renseignements pour de futurs séances également;",,,1
"4,393",193,Condition 1,Health,"Paris, Madrid",2/25/14 9:38,4/7/14 12:45,"59,227",53,APRIL IMMOBILIER,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Femme,0,7,6,7,6,6,1,7,6,2,6,4,5,5,5,1,4,2,5,1,5,3,5,3,3,3,5,3,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,2,2,1,7,4,4,7,1,4,7,1,7,4,4,1,7,1,7,1,7,1,4,7,4,7,3,3,7,7,5,7,3,4,,7,7,7,7,7,7,1,5,5,5,5,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1,2,2,6,7,7,7,6,6,6,6,2,,,,,,,,,7,7,7,7,,,,,7,7,7,7,7,1,1,3,3,,,"Chère Isa,

Les discussions que nous avons depuis plusieurs années mont ouvert des pistes de progession tant au niveau de la mise en application de gestes simples du quotidien qui améliore mon état de santé mais surtout dans lacceptation de soi, la bienveillance avec laquelle je suis amenée à considérer ma personne en étant tolérant avec les autres mais sans excès de complaisance. Tu mas donné par tes conseils de lecture, un regard neuf sur moi-même qui retentit sur lappréciation que jai sur le monde alentour. Se contenter de tous les petits moments de bonheur quotidiens voilà la clé du bonheur. 
Le seul frein reste dans lactivité professionnelle dont lintérêt a décliné dannée en année.

Quoi quil en soit, je suis lucide sur toutes les facettes positives de ma vie personnelle : un mari et des enfants que je chéris, un environnement familial au sens large très riche et dexcellente qualité, des amis fidèles et en harmonie avec mes choix de vie (les amis toxiques ont été évincés au fil des années), une ouverture pour une multitude de centres dintérêt (histoire, généalogie, littérature, nature, art culinaire, réflexion spirituelle etc...). Je te remercie chaque jour pour nos échanges riches et motivant. Prendre en main sa destinée cest ça le secret. Je mesure ma chance davoir une santé solide (que je cultive) et je compte bien avoir une longévité exemplaire en bonne santé (les principes de lîle dOKINAWA me sont familiés et font partie intégrante de ma vie).

Je te remercie pour ta personnalité : énergique et bienveillante. Tu fais partie des personnes qui ne mont jamais décues.

Je tembrasse affectueusement.",,1
"4,394",200,Condition 4,Kindness,"Paris, Madrid",2/25/14 9:41,4/4/14 11:47,"54,846",29,april marine,Lycée,1,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,4,4,7,1,5,7,7,1,6,5,5,5,5,5,3,5,3,4,3,5,3,5,3,4,4,3,3,4,2,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,6,7,6,4,4,6,6,4,6,6,6,4,3,3,3,3,3,3,2,2,2,3,1,,5,5,7,7,5,7,5,5,5,5,7,6,6,6,6,4,3,,,,,,,,,,,4,6,6,2,6,2,6,6,6,6,7,5,6,6,6,5,,,,,,,,,,,,,5,4,5,5,5,4,5,5,4.75,5,8,4,4,,,,,0
"4,395",194,Condition 2,Work,"Paris, Madrid",2/25/14 9:59,4/10/14 10:36,"63,396",38,APRIL MOTO,Troisième cycle,4,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,6,4,7,7,7,7,7,2,7,1,,4,5,2,4,1,4,3,2,5,4,4,2,1,4,2,,4,2,2,2,0,2,0,2,0,2,2,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,5,5,5,1,6,6,6,2,6,6,3,1,5,5,7,6,6,7,6,1,7,3,2,,5,6,7,7,6,6,5,5,5,6,6,6,6,6,3,2,2,6,2,2,2,1,4,4,1,2,2,6,7,6,5,5,2,6,7,6,6,7,7,6,6,7,3,,6,6,6,6,,,,,,,,,,,,6,6,6,6,6,0,8,-5,-1,,,,,0
"4,399",195,Condition 3,Control,"Paris, Madrid",2/25/14 11:02,4/7/14 14:50,"59,268",33,APRIL MOTO,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Autres,2,Femme,0,6,3,6,7,2,3,5,2,6,7,3,2,3,1,3,2,3,2,2,4,2,5,1,1,2,2,3,1,4,2,3,0,3,0,3,4,3,3,0,0,0,4,3,4,0,4,4,4,4,4,0,0,3,3,3,0,0,0,0,0,1,1,1,1,1,1,1,4,1,1,1,6,6,4,7,3,7,3,7,6,7,3,7,3,1,1,3,5,3,5,3,1,5,2,,7,7,7,7,4,4,5,5,5,4,4,5,3,6,1,1,1,6,7,7,4,4,1,1,1,4,1,6,6,6,6,4,2,5,6,6,3,3,6,6,5,7,6,5,,,,,5,3,3,,,,,,,,,5,5,3,3,4,-6,0,-3,-1,,"Organiser et animer une réunion de service 
Instruction de dossier judiciaire
Traitements des réclamations par téléphone et courriers 
Référent technique du service 
Pilotage technique (charge sinistre par compagnies)
Pilotage opérationnel (planning mensuel du service, validation des congès et le controle des horaires)
Vérifiation des règlements",,,1
"4,400",194,Condition 2,Work,"Paris, Madrid",2/25/14 11:22,4/10/14 13:57,"63,515",39,APRIL,Troisième cycle,4,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,7,2,7,2,7,2,6,1,2,1,5,3,5,5,3,3,4,5,2,5,3,5,5,3,4,5,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4,1,7,4,2,7,4,7,7,7,4,7,7,7,7,7,7,7,5,7,4,7,1,3,7,5,2,7,7,2,,7,7,7,7,7,7,4,4,6,4,5,3,3,4,1,5,3,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,1,4,5,5,5,7,6,6,6,7,3,,7,7,7,7,,,,,,,,,,,,7,7,7,7,7,4,4,3,3,,,,"Chère Fabienne,

Je te remercie pour ta confiance et lautonomie que tu as su me laisser. Ces conditions de travail mont donné la motivation nécessaire pour déployer des solutions créatives permettant de répondre efficacement aux enjeux de lentreprise et pour créer les conditions de ta satisfaction. Ta vision pragmatique et ta connaissance de la vente était une aide précieuse pour reconnecter les activités marketing de la société avec le commerce. Grâce à toi, ces 2 dernières années ont été très enrichissantes et synonymes de progrès.
Bien à toi,",1
"4,401",200,Condition 4,Kindness,"Paris, Madrid",2/25/14 11:25,3/27/14 15:11,"43,425",,April Marine,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Femme,0,7,3,6,3,7,1,7,2,4,2,4,2,4,5,3,5,4,4,4,5,4,3,3,4,4,5,3,3,2,3,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,1,3,0,6,4,1,3,4,5,6,4,4,4,5,7,6,7,4,6,5,5,4,6,5,4,3,1,2,1,7,7,2,1,6,4,3,,3,7,6,5,6,5,2,7,3,5,5,5,5,4,3,4,3,5,1,3,1,2,1,1,1,2,1,6,6,6,6,4,3,4,6,5,6,6,3,5,5,5,3,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,-3,4,1,"Coucou ma Brenda, 

Un petit mot pour te dire combien je suis heureuse dêtre ton amie, je sais que je peux compter sur toi dans les bons comme dans les mauvais moments, la distance nous sépare et nous ne nous voyons plus quune fois par an mais peu importe tu restes dans mon coeur et dans mes pensées. Jamais tu nas porté de jugements et cest ce que japprécie beaucoup. Je sais que cette amitié est réciproque et toi aussi tu peux compter sur moi.
Je  tembrasse
à bientôt",,,,1
"4,404",195,Condition 3,Control,Europe de l’Ouest,2/25/14 11:43,4/11/14 8:35,"64,612",31,APRIL MOTO,Lycée,1,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,6,1,7,2,6,4,7,2,6,4,5,5,5,5,4,5,4,5,1,5,4,5,4,5,4,3,3,4,1,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,2,1,7,1,1,6,6,6,5,5,4,5,3,5,5,5,4,5,1,1,1,1,5,7,1,1,2,1,4,,6,6,7,7,6,1,5,6,5,5,5,6,6,7,6,5,6,1,1,1,1,1,1,1,1,1,1,7,7,6,7,5,1,6,6,5,5,6,6,5,6,7,7,6,,,,,6,6,5,,,,,,,,,6,6,6,5,5.75,8,8,8,5,,"- Mettre en place un nouveau planning, de nouveaux horaires pour léquipe
- Faire en sorte que léquipe soit à jour dans les tâches demandées
- Réfléchir sur la nouvelle organisation qui aura lieu prochainement
- Accueillir 2 nouveaux arrivants qui vont intégrer ma future équipe
- Les informer sur lentreprise et les former sur nos produits
- Former un collaborateur sur le traitement des dossiers avant lintégration dans sa future équipe
- Aider mes collaborateurs dans leurs tâches au quotidien",,,1
"4,405",193,Condition 1,Health,"Paris, Madrid",2/25/14 11:48,2/25/14 12:11,22,51,APRIL MOTO,N’a eu son baccalauréat,0,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,1,3,7,1,7,7,7,1,1,2,3,3,3,3,3,3,5,5,1,5,5,5,5,1,3,5,1,5,3,4,0,4,2,0,2,3,2,4,3,1,4,4,1,2,1,0,2,4,2,4,2,2,4,2,2,1,1,,,,,1,1,1,1,1,1,,,,,6,7,7,7,6,6,7,7,6,7,7,7,,2,6,2,4,3,3,3,5,4,4,,4,4,3,4,6,3,4,4,7,7,7,7,7,7,7,7,1,3,1,2,2,2,1,1,1,2,5,4,4,4,6,6,2,6,4,5,4,3,5,6,5,5,2,,,,,,,,,7,7,7,7,,,,,7,7,7,7,7,0,-1,-1,-1,,,,,0
"4,406",194,Condition 2,Work,"Paris, Madrid",2/25/14 11:50,4/11/14 11:49,"64,798",56,APRIL MON ASSURANCE,Lycée,1,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Homme,1,1,2,7,6,6,7,5,2,7,4,2,5,4,5,2,4,5,5,1,5,4,5,5,4,5,5,4,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,1,2,6,6,3,3,7,6,7,7,7,7,7,7,7,5,7,7,7,5,6,2,3,4,2,1,6,6,7,2,2,,1,6,6,2,6,1,2,3,6,7,7,6,6,1,1,2,1,2,2,1,3,1,1,1,1,1,1,7,1,1,1,7,1,7,6,7,7,7,6,6,7,7,6,,5,6,4,4,,,,,,,,,,,,5,6,4,4,4.75,1,6,0,3,,,,"Cher Stéphane,

Jécris ces quelques mots pour exprimer ma gratitude à ton égard alors que nos chemins professionnels vont se séparer.

Lautonomie que tu mas accordé et la reconnaissance du travail que jai effectué ont contribué grandement à mon bien être professionel.

Tu es à lécoute  des gens et toujours dans la recherche de la solution qui permettra de désamorcer une incompréhension voire un conflit.

Je vais donc continuer ma carrière en espérant que ton remplaçant détiendra certaines de tes qualités.

Bien cordialement.",1
"4,408",195,Condition 3,Control,"Paris, Madrid",2/25/14 12:10,4/11/14 15:24,"64,994",30,April Moto,Université,2,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Siège social,0,Femme,0,7,1,7,2,7,5,7,1,6,2,5,3,5,2,4,3,4,4,4,4,5,4,4,4,5,3,2,4,2,2,1,0,0,0,0,2,1,0,0,1,1,0,0,1,2,0,1,1,0,2,0,0,2,1,0,2,0,0,0,0,2,4,4,1,6,5,4,6,6,6,6,7,7,7,7,7,7,6,6,7,7,7,6,6,4,6,5,4,6,7,4,6,7,7,,5,4,7,7,4,1,4,5,7,6,7,7,7,7,6,6,6,1,1,1,1,1,1,1,1,1,1,7,6,7,7,7,1,7,6,5,7,6,6,6,5,5,3,7,,,,,7,7,7,,,,,,,,,7,7,7,7,7,3.24,3.5,3.95,3.82,,#NAME?,,,1
"4,409",193,Condition 1,Health,"Paris, Madrid",2/25/14 12:11,3/25/14 11:39,"40,288",22,april moto,Université,2,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Homme,1,5,3,5,3,6,4,6,3,6,3,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,1,5,5,0,3,0,0,0,2,0,1,2,2,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,4,1,4,4,1,4,4,4,4,6,7,6,2,5,7,6,2,6,5,4,2,5,3,5,4,3,5,4,3,4,4,3,,6,6,7,7,5,7,6,6,6,6,6,6,6,6,3,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,1,7,5,4,5,6,5,5,3,3,2,,,,,,,,,6,6,6,6,,,,,6,6,6,6,6,0,0,0,0,,,,,0
"4,411",200,Condition 4,Kindness,"Paris, Madrid",2/25/14 12:31,4/11/14 15:12,"64,961",26,APRIL Marine,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Femme,0,7,6,5,7,6,2,6,1,2,2,5,5,4,3,4,3,,3,3,5,4,5,4,4,4,3,4,4,4,0,2,2,1,3,2,3,2,2,1,1,3,3,2,2,0,1,1,2,1,2,1,1,1,1,1,0,0,3,1,1,3,6,5,6,5,5,6,5,5,5,5,7,7,7,7,7,,6,6,7,6,6,6,5,5,6,5,6,6,5,2,6,2,6,,4,5,5,6,3,5,4,4,6,5,6,6,5,5,3,4,4,5,5,5,4,3,4,4,3,3,5,6,6,6,6,7,1,6,5,5,6,3,5,5,5,5,5,,,,,,,,,,,,,5,6,6,5,5,6,6,5,5.5,4,3,5,3,,,,,0
"4,414",195,Condition 3,Control,Europe de l’Ouest,2/25/14 12:39,4/7/14 6:54,"58,695",35,APRIL MOTO,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études universitaires,4,Siège social,0,Femme,0,7,2,4,1,6,4,7,2,6,4,4,5,4,1,4,2,3,5,2,5,3,4,4,1,4,4,3,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,6,7,3,3,1,4,1,2,2,6,3,2,5,4,7,2,2,3,2,2,6,2,3,,4,5,4,4,4,4,,6,3,3,3,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,7,6,5,4,6,5,6,6,7,1,6,5,6,6,3,2,,,,,5,4,7,,,,,,,,,2,5,4,7,4.5,5,5,0,0,,,,,0
"4,417",200,Condition 4,Kindness,"Paris, Madrid",2/25/14 13:03,4/11/14 8:10,"64,507",31,april mon assurance,N’a eu son baccalauréat,0,Aucun de mes parents na n’a eu son baccalauréat,0,Autres,2,Femme,0,4,2,5,5,5,6,6,2,4,2,4,5,4,5,3,4,3,4,2,5,3,4,4,5,4,3,2,3,0,2,1,4,0,0,1,3,2,2,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,7,4,5,4,4,4,5,5,5,4,6,7,7,2,5,6,6,1,6,6,5,1,4,4,5,4,4,5,4,2,5,6,2,,4,4,6,7,4,5,5,5,5,5,5,5,4,2,3,3,3,5,3,4,5,4,2,3,3,5,4,5,4,2,2,5,1,5,5,6,4,5,5,6,6,5,1,,,,,,,,,,,,,5,5,4,6,5,5,4,6,5,1,-2,0,-3,"Ma chère fany,

je me retrouve aujourdhui, face à moi mêê, et le seule personne qui me vient à lesprit quant on me parle de reconnaissance cest toi. cela fait des années que nous ,=nous sommes pas vu mais je sais quon fond de toi il y a lamour dune mère envers moi.
tu as toujours été là quand jen ai eu besoin durant mon adolescance, tu a supporter mes peine et mes douleur avec lamour dune mère, dailleur tu es ma deuxième maman. cest vrai que la mienne na pas toujours été à la hauteur, mais finalement cest bien grace à elle que je técris aujourdhui.  jaimerai que lon se revoit pour que tu me raconte, toi, ta vie, tes soucis car je sais que tu en a eu.
de mon coté on aurait pas pu immaginer un jour, que je reussisse ma vie comme je suis en train de le faire.
plus jeune tu mas raconter ton enfance douloureuse et ce partage de sentiments, unique à nous deux, nous lirra pour léternité. jespere que tu es heureuse et que ta fille tapporte satisfaction et réconfort ce qui na pas toujours était le cas.

maintenant je dois te laisser pour vacquer à mes occupations.

je taime très fort.

prend soin de toi",,,,1
"4,418",193,Condition 1,Health,"Paris, Madrid",2/25/14 13:11,2/25/14 13:31,20,35,assurances,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,6,6,7,6,5,2,7,2,3,1,4,4,5,2,4,3,4,5,5,2,4,2,5,1,4,5,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,4,4,4,5,5,6,5,6,7,6,6,6,7,6,6,7,7,6,4,4,5,3,3,3,3,4,5,6,4,,1,2,4,3,3,3,4,5,3,2,5,3,3,4,3,4,3,6,5,4,4,1,1,2,1,1,1,3,3,5,5,7,1,7,7,6,6,2,7,7,6,7,6,,,,,,,,,3,7,7,6,,,,,3,7,7,6,5.75,0,6,-2,-2,,,,,0
"4,430",194,Condition 2,Work,"Paris, Madrid",2/25/14 14:13,2/25/14 14:43,30,42,APRIL MON ASSURANCE,Université,2,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Siège social,0,Femme,0,6,2,7,2,7,4,6,1,4,1,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,3,2,4,0,0,0,4,,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,5,5,5,4,5,5,7,7,7,7,6,6,6,6,6,7,7,7,7,2,2,3,3,5,6,6,3,5,3,6,,7,7,7,6,4,7,1,7,6,6,6,7,7,7,7,7,7,1,3,5,1,1,1,1,1,1,5,3,5,5,5,7,1,6,7,5,5,7,6,5,6,6,6,,6,6,6,6,,,,,,,,,,,,6,6,6,6,6,6,6,1,1,,,,"Cher Martin,

Je te remercie très sincèrement pour toute la confiance que tu mas témoigné dans laccomplissement de mes tâches.
Dans ce contexte très difficile, tu es devenu la soucrce de ma plus grande motivation
Sois assuré que je mettrai tout en oeuvre pour toujours être à  la hauteur de cette confiance.
Bien à toi,",1
"4,431",195,Condition 3,Control,Est,2/25/14 14:14,4/10/14 16:14,"63,480",27,APRIL Canada Inc,Troisième cycle,4,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Femme,0,7,3,7,1,6,2,6,2,7,5,5,5,5,5,5,4,3,4,3,5,3,5,3,1,3,1,1,1,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,4,2,1,5,6,5,2,2,6,6,7,7,6,7,6,5,6,6,6,6,7,7,7,7,6,7,7,7,7,7,6,,3,5,6,4,4,1,4,4,5,5,6,7,7,6,4,4,4,2,1,3,1,1,2,2,1,1,4,6,6,6,6,6,2,5,6,6,6,7,6,6,6,7,7,6,,,,,6,6,7,,,,,,,,,6,6,6,7,6.25,7,9,6,5,,"- Coordonner les tests des 2 applicatifs entre léquipe dutilisateurs et les programmeurs
- Réaliser des tests sur ces 2 applicatifs
- Compiler des statistiques pour un rapport de ventes annuel
- Prendre 3 jours de congés",,,1
"4,434",200,Condition 4,Kindness,"Paris, Madrid",2/25/14 14:26,4/7/14 9:25,"58,738",44,APRIL,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Homme,1,7,1,6,4,5,5,6,2,6,5,5,5,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,5,0,1,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,7,5,1,7,7,6,6,7,7,7,6,5,7,7,6,6,7,7,6,6,7,7,6,7,7,6,7,6,3,3,7,1,7,,2,7,7,7,4,7,5,7,6,3,6,6,6,6,6,5,5,1,1,1,1,1,1,1,1,1,6,5,5,6,6,6,1,6,6,6,7,7,6,7,7,7,6,,,,,,,,,,,,,5,7,7,6,5,7,7,6,6.25,8,8,6,8,"Chère Evelyne,
tu a su détecter ma maladie et maider à prendre les meilleures décisions très rapidement pour que je sois soigné. Cela aurait pu avoir des conséquences sur notre vie comme par exemple ne pas avoir denfants. tu mas soutenu, aider à passer les moments difficiles et nous avons surmonté les difficultés dans le bonheur.
Cela a impacté ma vie car cela ma permis de prendre conscience des priorités, de limportant à mes yeux, de limportance de ta présence. Je suis aujourdhui en pleine forme et nous avons des enfants malgré les prévisions. 
Ma vie est heureuse et cest en partie grace à toi et je ten suis extrêmement reconnaissant. Sans doute je nexprime pas cette reconnaissance à la hauteur du bonheur que tu me procure.
Jécris cette lettre dans le cadre dune enquête sur le bonheur et je suis ému en me remémorant ces moments. 
Je taime",,,,1
"4,436",193,Condition 1,Health,Arabie,2/25/14 15:04,4/15/14 7:21,"70,097",41,april mon assurance,Université,2,Aucun de mes parents na n’a eu son baccalauréat,0,Autres,2,Femme,0,6,2,7,2,7,1,7,1,5,1,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,0,1,1,0,0,0,0,1,,0,0,0,,0,0,0,,1,3,1,,1,0,0,,0,0,0,,0,0,0,,5,1,3,5,6,1,5,2,7,7,7,7,7,,7,7,7,,7,6,7,,5,4,7,4,7,7,5,4,7,1,6,,7,7,7,7,7,7,4,7,5,2,6,6,6,4,5,5,5,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,2,7,6,4,4,,7,6,7,7,7,,,,,,,,,4,4,4,5,,,,,4,4,4,5,4.25,8,9,8,8,,,,,0
"4,437",194,Condition 2,Work,"Paris, Madrid",2/25/14 15:32,4/10/14 15:51,"63,379",50,APRIL,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,6,1,7,2,7,7,7,2,7,2,5,5,5,4,5,5,5,4,3,5,3,5,3,4,5,4,4,4,3,0,4,3,0,0,0,2,3,3,0,2,2,0,0,1,0,0,0,3,1,3,1,1,3,2,1,0,0,1,0,0,1,7,2,1,7,7,7,7,7,7,7,7,7,5,5,7,6,5,5,7,6,5,5,7,7,7,7,7,7,7,7,7,7,7,,2,7,7,7,7,7,5,7,6,6,6,6,6,7,5,5,5,1,1,1,1,1,1,1,1,1,6,6,6,4,4,7,1,7,7,6,6,7,6,5,7,6,5,,6,7,6,6,,,,,,,,,,,,6,7,6,6,6.25,10,10,9,9,,,,"Chère Gaëlle,

Je profite de cette occasion qui mest donnée pour te remercier de ce que tu as pu mapporter dans mon travail et de ton soutien qui ma permis à la fois de progresser dans lentreprise et dêtre plus autonome.
Grâce à toi, jai pu faire modifier lintitulé de mon poste et tu sais combien il est difficile de changer de fonction quand on est assistante de direction. Je sais combien tu as mobilisé dénergie pour que je puisse être reponsable de projets dont tu mas chargés en toute confiance. Tu as veillé à ce que jaie la formation nécessaire pour accomplir mes tâches et tes assurée que jétais à laise dans mes nouvelles responsabilités.
Je te remercie donc une fois encore de la confiance que tu me témoignes.
Bien cordialement.
Christine",1
